"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS","3ER_NIVELL","2N_NIVELL","1ER_NIVELL",
"92086009708","Centre de Serveis Socials Sagrada Família","#","C","Mallorca","425","433","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.405012","2.177249","431230.346","4584045.418","431322.285","4584246.371","932562820","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009708","Centre de Serveis Socials Sagrada Família","#","C","Mallorca","425","433","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.405012","2.177249","431230.346","4584045.418","431322.285","4584246.371","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086009710","Centre de Serveis Socials Les Corts","#","C","Can Bruixa","7","11","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.38399","2.131509","427383.734","4581748.883","427475.638","4581949.814","932564849","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009710","Centre de Serveis Socials Les Corts","#","C","Can Bruixa","7","11","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.38399","2.131509","427383.734","4581748.883","427475.638","4581949.814","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009710","Centre de Serveis Socials Les Corts","#","C","Can Bruixa","7","11","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.38399","2.131509","427383.734","4581748.883","427475.638","4581949.814","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086009710","Centre de Serveis Socials Les Corts","#","C","Can Bruixa","7","11","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.38399","2.131509","427383.734","4581748.883","427475.638","4581949.814","932564849","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086009715","Centre de  Serveis Socials del Guinardó","#","Rda","Guinardó","113","141","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.416506","2.172966","430884.584","4585324.876","430976.52","4585525.841","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14  h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086009715","Centre de  Serveis Socials del Guinardó","#","Rda","Guinardó","113","141","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.416506","2.172966","430884.584","4585324.876","430976.52","4585525.841","932562814","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009715","Centre de  Serveis Socials del Guinardó","#","Rda","Guinardó","113","141","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.416506","2.172966","430884.584","4585324.876","430976.52","4585525.841","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14  h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009715","Centre de  Serveis Socials del Guinardó","#","Rda","Guinardó","113","141","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.416506","2.172966","430884.584","4585324.876","430976.52","4585525.841","932562814","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086009717","Centre de Serveis Socials Horta","#","C","Santes Creus","8","8","43","Horta","07","Horta-Guinardó","08031","019","BARCELONA","41.430332","2.162258","430004.525","4586868.455","430096.452","4587069.434","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086009717","Centre de Serveis Socials Horta","#","C","Santes Creus","8","8","43","Horta","07","Horta-Guinardó","08031","019","BARCELONA","41.430332","2.162258","430004.525","4586868.455","430096.452","4587069.434","932566090","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009717","Centre de Serveis Socials Horta","#","C","Santes Creus","8","8","43","Horta","07","Horta-Guinardó","08031","019","BARCELONA","41.430332","2.162258","430004.525","4586868.455","430096.452","4587069.434","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009717","Centre de Serveis Socials Horta","#","C","Santes Creus","8","8","43","Horta","07","Horta-Guinardó","08031","019","BARCELONA","41.430332","2.162258","430004.525","4586868.455","430096.452","4587069.434","932566090","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086009720","Centre de Serveis Socials de Vila de Gràcia","#","Pl","Vila de Gràcia","2","2","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.4","2.157879","429605.888","4583504.574","429697.812","4583705.522","932377916","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086009720","Centre de Serveis Socials de Vila de Gràcia","#","Pl","Vila de Gràcia","2","2","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.4","2.157879","429605.888","4583504.574","429697.812","4583705.522","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009720","Centre de Serveis Socials de Vila de Gràcia","#","Pl","Vila de Gràcia","2","2","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.4","2.157879","429605.888","4583504.574","429697.812","4583705.522","932377916","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009720","Centre de Serveis Socials de Vila de Gràcia","#","Pl","Vila de Gràcia","2","2","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.4","2.157879","429605.888","4583504.574","429697.812","4583705.522","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086009758","Centre de Serveis Socials Sarrià","#","C","Salvador Mundí","4","4","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.399213","2.122534","426650.425","4583446.478","426742.322","4583647.424","932522568","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086009758","Centre de Serveis Socials Sarrià","#","C","Salvador Mundí","4","4","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.399213","2.122534","426650.425","4583446.478","426742.322","4583647.424","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086009758","Centre de Serveis Socials Sarrià","#","C","Salvador Mundí","4","4","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.399213","2.122534","426650.425","4583446.478","426742.322","4583647.424","932522568","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009758","Centre de Serveis Socials Sarrià","#","C","Salvador Mundí","4","4","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.399213","2.122534","426650.425","4583446.478","426742.322","4583647.424","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009759","Centre de Serveis Socials Barceloneta","#","C","Balboa","11","11","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.382251","2.188285","432129.173","4581509.783","432221.121","4581710.713","932563910","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009759","Centre de Serveis Socials Barceloneta","#","C","Balboa","11","11","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.382251","2.188285","432129.173","4581509.783","432221.121","4581710.713","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086009759","Centre de Serveis Socials Barceloneta","#","C","Balboa","11","11","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.382251","2.188285","432129.173","4581509.783","432221.121","4581710.713","932563910","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086009759","Centre de Serveis Socials Barceloneta","#","C","Balboa","11","11","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.382251","2.188285","432129.173","4581509.783","432221.121","4581710.713","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086013468","Centre de Serveis Socials Franja Besòs","#","C","Estadella","64","64","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.435193","2.204809","433564.77","4587374.592","433656.73","4587575.577","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086013468","Centre de Serveis Socials Franja Besòs","#","C","Estadella","64","64","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.435193","2.204809","433564.77","4587374.592","433656.73","4587575.577","932565122","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086013468","Centre de Serveis Socials Franja Besòs","#","C","Estadella","64","64","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.435193","2.204809","433564.77","4587374.592","433656.73","4587575.577","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086013468","Centre de Serveis Socials Franja Besòs","#","C","Estadella","64","64","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.435193","2.204809","433564.77","4587374.592","433656.73","4587575.577","932565122","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015252","Centre de Serveis Socials Gòtic","#","C","Correu Vell","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.381671","2.179743","431414.279","4581452.185","431506.221","4581653.114","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","","","","","","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015252","Centre de Serveis Socials Gòtic","#","C","Correu Vell","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.381671","2.179743","431414.279","4581452.185","431506.221","4581653.114","932563267","Fax","","","","","","","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015252","Centre de Serveis Socials Gòtic","#","C","Correu Vell","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.381671","2.179743","431414.279","4581452.185","431506.221","4581653.114","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","","","","","","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015252","Centre de Serveis Socials Gòtic","#","C","Correu Vell","5","5","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.381671","2.179743","431414.279","4581452.185","431506.221","4581653.114","932563267","Fax","","","","","","","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015253","Centre de Serveis Socials del Casc Antic","#","Pg","Picasso","4","4","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.388517","2.181862","431598.661","4582210.464","431690.604","4582411.4","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015253","Centre de Serveis Socials del Casc Antic","#","Pg","Picasso","4","4","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.388517","2.181862","431598.661","4582210.464","431690.604","4582411.4","933102291","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015253","Centre de Serveis Socials del Casc Antic","#","Pg","Picasso","4","4","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.388517","2.181862","431598.661","4582210.464","431690.604","4582411.4","933102291","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015253","Centre de Serveis Socials del Casc Antic","#","Pg","Picasso","4","4","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.388517","2.181862","431598.661","4582210.464","431690.604","4582411.4","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","932562358","Fax","","01/01","31/12","","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","932562358","Fax","","01/01","31/12","","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
